GAME_ID,BLUE_WIN,BLUE_KILLS
https://www.op.gg/summoners/euw/Walid%20Georgey-EUW/matches/uRd1PvnOddrmGWR43tW5ITItpUudgDeD_tKyirH87WU%3D/1734616837000,1,48
https://www.op.gg/summoners/euw/Walid%20Georgey-EUW/matches/uRd1PvnOddoqLel6lUNgazy9NI9EO_CDd9RUPedqzeQ%3D/1734520036000,0,18
